State,County,Year,Observed
Alabama,Marion County,2003,27.3
Alabama,Marshall County,2003,36.6
Alabama,Mobile County,2003,47.4
Alabama,Monroe County,2003,34.8
Alabama,Montgomery County,2003,48.7
Alabama,Morgan County,2003,38.7
Alabama,Perry County,2003,36.5
Alabama,Pickens County,2003,30.9
Alabama,Pike County,2003,39.6
Alabama,Randolph County,2003,36.1
Alabama,Russell County,2003,41.1
Alabama,Shelby County,2003,50.3
Alabama,St. Clair County,2003,38.6
Alabama,Sumter County,2003,34.8
Alabama,Talladega County,2003,36.7
Alabama,Tallapoosa County,2003,38.9
Alabama,Tuscaloosa County,2003,44.5
Alabama,Walker County,2003,32.1
Alabama,Washington County,2003,31.6
Alabama,Wilcox County,2003,34.4
Alabama,Winston County,2003,29.6
Alaska,Alaska,2003,59.7
Alaska,Aleutians East Borough,2003,51.5
Alaska,Aleutians West Census Area,2003,55.0
Alaska,Anchorage Municipality,2003,62.9
Alaska,Bethel Census Area,2003,35.2
Alaska,Bristol Bay Borough,2003,59.8
Alaska,"Denali Borough, Yukon-Koyukuk Census Area",2003,51.2
Alaska,Dillingham Census Area,2003,40.4
Alaska,Fairbanks North Star Borough,2003,60.5
Alaska,Haines Borough,2003,61.5
Alaska,"Hoonah-Angoon Census Area, Skagway Municipality, Yakutat City and Borough",2003,61.5
Alaska,Juneau City and Borough,2003,65.0
Alaska,Kenai Peninsula Borough,2003,62.0
Alaska,"Ketchikan Gateway Borough, Petersburg Census Area, Prince of Wales-Hyder Census Area, Wrangell City and Borough",2003,60.0
Alaska,Kodiak Island Borough,2003,57.5
Alaska,Lake and Peninsula Borough,2003,47.0
Alaska,Matanuska-Susitna Borough,2003,57.6
Alaska,Nome Census Area,2003,40.3
Alaska,North Slope Borough,2003,40.9
Alaska,Northwest Arctic Borough,2003,37.0
Alaska,Sitka City and Borough,2003,62.7
Alaska,Southeast Fairbanks Census Area,2003,55.0
Alaska,Valdez-Cordova Census Area,2003,61.5
Alaska,Wade Hampton Census Area,2003,30.0
Arizona,Apache County,2003,36.3
Arizona,Arizona,2003,60.3
Arizona,Cochise County,2003,54.6
Arizona,Coconino County,2003,60.0
Arizona,Gila County,2003,51.8
Arizona,Graham County,2003,38.1
Arizona,Greenlee County,2003,48.1
Arizona,La Paz County,2003,58.9
Arizona,Maricopa County,2003,61.4
Arizona,Mohave County,2003,62.7
Arizona,Navajo County,2003,42.4
Arizona,Pima County,2003,62.7
Arizona,Pinal County,2003,56.0
Arizona,Santa Cruz County,2003,54.8
Arizona,Yavapai County,2003,61.9
Arizona,Yuma County,2003,56.2
Arkansas,Arkansas,2003,44.4
Arkansas,Arkansas County,2003,44.7
Arkansas,Ashley County,2003,35.1
Arkansas,Baxter County,2003,51.4
Arkansas,Benton County,2003,51.1
Arkansas,Boone County,2003,41.0
Arkansas,Bradley County,2003,33.9
Arkansas,Calhoun County,2003,35.5
Arkansas,Carroll County,2003,46.7
Arkansas,Chicot County,2003,38.4
Arkansas,Clark County,2003,39.8
Arkansas,Clay County,2003,37.3
Arkansas,Cleburne County,2003,46.1
Arkansas,Cleveland County,2003,37.8
Arkansas,Columbia County,2003,37.3
Arkansas,Conway County,2003,43.4
Arkansas,Craighead County,2003,40.8
Arkansas,Crawford County,2003,39.3
Arkansas,Crittenden County,2003,43.0
Arkansas,Cross County,2003,36.6
Arkansas,Dallas County,2003,37.3
Arkansas,Desha County,2003,38.6
Arkansas,Drew County,2003,38.1
Arkansas,Faulkner County,2003,46.2
Arkansas,Franklin County,2003,42.8
Arkansas,Fulton County,2003,40.1
Arkansas,Garland County,2003,53.4
Arkansas,Grant County,2003,37.4
Arkansas,Greene County,2003,38.3
Arkansas,Hempstead County,2003,37.8
Arkansas,Hot Spring County,2003,39.4
Arkansas,Howard County,2003,34.9
Arkansas,Independence County,2003,38.6
Arkansas,Izard County,2003,40.0
Arkansas,Jackson County,2003,39.4
Arkansas,Jefferson County,2003,42.1
Arkansas,Johnson County,2003,38.6
Arkansas,Lafayette County,2003,36.1
Arkansas,Lawrence County,2003,35.5
Arkansas,Lee County,2003,36.2
Arkansas,Lincoln County,2003,34.1
Arkansas,Little River County,2003,38.1
Arkansas,Logan County,2003,39.8
Arkansas,Lonoke County,2003,43.9
Arkansas,Madison County,2003,39.3
Arkansas,Marion County,2003,47.4
Arkansas,Miller County,2003,41.8
Arkansas,Mississippi County,2003,34.5
Arkansas,Monroe County,2003,37.6
Arkansas,Montgomery County,2003,38.1
Arkansas,Nevada County,2003,36.2
Arkansas,Newton County,2003,40.1
Arkansas,Ouachita County,2003,38.6
Arkansas,Perry County,2003,39.4
Arkansas,Phillips County,2003,40.5
Arkansas,Pike County,2003,36.8
Arkansas,Poinsett County,2003,36.3
Arkansas,Polk County,2003,38.0
Arkansas,Pope County,2003,42.9
Arkansas,Prairie County,2003,38.8
Arkansas,Pulaski County,2003,53.6
Arkansas,Randolph County,2003,37.1
Arkansas,Saline County,2003,47.9
Arkansas,Scott County,2003,35.1
Arkansas,Searcy County,2003,37.7
Arkansas,Sebastian County,2003,44.9
Arkansas,Sevier County,2003,34.7
Arkansas,Sharp County,2003,38.9
Arkansas,St. Francis County,2003,36.9
Arkansas,Stone County,2003,36.8
Arkansas,Union County,2003,40.4
Arkansas,Van Buren County,2003,42.7
Arkansas,Washington County,2003,52.7
Arkansas,White County,2003,37.3
Arkansas,Woodruff County,2003,35.3
Arkansas,Yell County,2003,36.7
California,Alameda County,2003,61.7
California,Alpine County,2003,46.8
California,Amador County,2003,64.4
California,Butte County,2003,59.7
California,Calaveras County,2003,66.1
California,California,2003,59.2
California,Colusa County,2003,55.0
California,Contra Costa County,2003,65.4
California,Del Norte County,2003,53.3
California,El Dorado County,2003,67.7
California,Fresno County,2003,50.6
California,Glenn County,2003,53.9
California,Humboldt County,2003,61.4
California,Imperial County,2003,47.6
California,Inyo County,2003,61.7
California,Kern County,2003,51.5
California,Kings County,2003,49.9
California,Lake County,2003,59.6
California,Lassen County,2003,58.8
California,Los Angeles County,2003,55.4
California,Madera County,2003,52.0
California,Marin County,2003,75.1
California,Mariposa County,2003,63.9
California,Mendocino County,2003,61.7
California,Merced County,2003,51.8
California,Modoc County,2003,58.1
California,Mono County,2003,67.8
California,Monterey County,2003,57.1
California,Napa County,2003,66.3
California,Nevada County,2003,69.0
California,Orange County,2003,62.5
California,Placer County,2003,66.2
California,Plumas County,2003,64.2
California,Riverside County,2003,58.3
California,Sacramento County,2003,59.0
California,San Benito County,2003,58.3
California,San Bernardino County,2003,54.1
California,San Diego County,2003,63.2
California,San Francisco County,2003,64.7
California,San Joaquin County,2003,55.5
California,San Luis Obispo County,2003,66.4
California,San Mateo County,2003,65.6
California,Santa Barbara County,2003,64.3
California,Santa Clara County,2003,61.0
California,Santa Cruz County,2003,68.5
California,Shasta County,2003,60.2
California,Sierra County,2003,58.0
California,Siskiyou County,2003,59.3
California,Solano County,2003,60.9
California,Sonoma County,2003,68.8
California,Stanislaus County,2003,53.4
California,Sutter County,2003,54.5
California,Tehama County,2003,57.8
California,Trinity County,2003,60.7
California,Tulare County,2003,48.6
California,Tuolumne County,2003,62.9
California,Ventura County,2003,63.4
California,Yolo County,2003,64.1
California,Yuba County,2003,54.6
Colorado,"Adams County, Boulder County, Broomfield County, Jefferson County, Weld County",2003,67.1
Colorado,Alamosa County,2003,52.3
Colorado,Arapahoe County,2003,67.2
Colorado,Archuleta County,2003,68.5
Colorado,Baca County,2003,53.7
Colorado,Bent County,2003,57.2
Colorado,Chaffee County,2003,64.3
Colorado,Cheyenne County,2003,62.7
Colorado,Clear Creek County,2003,74.9
Colorado,Colorado,2003,66.2
Colorado,Conejos County,2003,40.9
Colorado,Costilla County,2003,51.6
Colorado,Crowley County,2003,54.4
Colorado,Custer County,2003,68.6
Colorado,Delta County,2003,60.6
Colorado,Denver County,2003,66.4
Colorado,Dolores County,2003,66.0
Colorado,Douglas County,2003,73.9
Colorado,Eagle County,2003,76.4
Colorado,El Paso County,2003,62.6
Colorado,Elbert County,2003,64.3
Colorado,Fremont County,2003,59.6
Colorado,Garfield County,2003,68.3
Colorado,Gilpin County,2003,73.7
Colorado,Grand County,2003,74.4
Colorado,Gunnison County,2003,73.1
Colorado,Hinsdale County,2003,71.7
Colorado,Huerfano County,2003,61.4
Colorado,Jackson County,2003,70.5
Colorado,Kiowa County,2003,50.4
Colorado,Kit Carson County,2003,55.7
Colorado,La Plata County,2003,72.6
Colorado,Lake County,2003,67.2
Colorado,Larimer County,2003,70.3
Colorado,Las Animas County,2003,57.9
Colorado,Lincoln County,2003,58.5
Colorado,Logan County,2003,60.0
Colorado,Mesa County,2003,63.0
Colorado,Mineral County,2003,61.9
Colorado,Moffat County,2003,59.5
Colorado,Montezuma County,2003,59.8
Colorado,Montrose County,2003,61.0
Colorado,Morgan County,2003,54.1
Colorado,Otero County,2003,54.1
Colorado,Ouray County,2003,69.4
Colorado,Park County,2003,70.1
Colorado,Phillips County,2003,56.1
Colorado,Pitkin County,2003,81.5
Colorado,Prowers County,2003,51.3
Colorado,Pueblo County,2003,58.3
Colorado,Rio Blanco County,2003,61.6
Colorado,Rio Grande County,2003,58.0
Colorado,Routt County,2003,78.2
Colorado,Saguache County,2003,57.3
Colorado,San Juan County,2003,68.2
Colorado,San Miguel County,2003,73.1
Colorado,Sedgwick County,2003,57.3
Colorado,Summit County,2003,81.9
Colorado,Teller County,2003,67.3
Colorado,Washington County,2003,60.0
Colorado,Yuma County,2003,58.0
Connecticut,Connecticut,2003,67.0
Connecticut,Fairfield County,2003,69.8
Connecticut,Hartford County,2003,65.6
Connecticut,Litchfield County,2003,69.7
Connecticut,Middlesex County,2003,70.2
Connecticut,New Haven County,2003,64.7
Connecticut,New London County,2003,66.8
Connecticut,Tolland County,2003,69.4
Connecticut,Windham County,2003,61.9
Delaware,Delaware,2003,59.7
Delaware,Kent County,2003,53.1
Delaware,New Castle County,2003,62.3
Delaware,Sussex County,2003,56.9
District Of Columbia,District Of Columbia,2003,63.4
District Of Columbia,District of Columbia,2003,63.4
Florida,Alachua County,2003,59.3
Florida,Baker County,2003,39.5
Florida,Bay County,2003,52.7
Florida,Bradford County,2003,38.6
Florida,Brevard County,2003,63.5
Florida,Broward County,2003,59.7
Florida,Calhoun County,2003,38.3
Florida,Charlotte County,2003,64.9
Florida,Citrus County,2003,59.5
Florida,Clay County,2003,56.6
Florida,Collier County,2003,68.6
Florida,Columbia County,2003,45.6
Florida,DeSoto County,2003,44.7
Florida,Dixie County,2003,41.9
Florida,Duval County,2003,54.1
Florida,Escambia County,2003,51.5
Florida,Flagler County,2003,66.6
Florida,Florida,2003,58.9
Florida,Franklin County,2003,53.9
Florida,Gadsden County,2003,41.5
Florida,Gilchrist County,2003,41.3
Florida,Glades County,2003,48.4
Florida,Gulf County,2003,45.4
Florida,Hamilton County,2003,39.5
Florida,Hardee County,2003,37.8
Florida,Hendry County,2003,45.2
Florida,Hernando County,2003,59.9
Florida,Highlands County,2003,53.5
Florida,Hillsborough County,2003,57.8
Florida,Holmes County,2003,35.5
Florida,Indian River County,2003,66.2
Florida,Jackson County,2003,40.0
Florida,Jefferson County,2003,44.7
Florida,Lafayette County,2003,36.8
Florida,Lake County,2003,58.9
Florida,Lee County,2003,65.0
Florida,Leon County,2003,59.1
Florida,Levy County,2003,47.4
Florida,Liberty County,2003,32.3
Florida,Madison County,2003,38.8
Florida,Manatee County,2003,62.3
Florida,Marion County,2003,55.8
Florida,Martin County,2003,69.0
Florida,Miami-Dade County,2003,54.0
Florida,Monroe County,2003,70.2
Florida,Nassau County,2003,52.9
Florida,Okaloosa County,2003,58.8
Florida,Okeechobee County,2003,48.5
Florida,Orange County,2003,57.6
Florida,Osceola County,2003,50.5
Florida,Palm Beach County,2003,64.2
Florida,Pasco County,2003,60.3
Florida,Pinellas County,2003,65.0
Florida,Polk County,2003,52.4
Florida,Putnam County,2003,46.6
Florida,Santa Rosa County,2003,56.0
Florida,Sarasota County,2003,69.4
Florida,Seminole County,2003,61.7
Florida,St. Johns County,2003,69.2
Florida,St. Lucie County,2003,61.3
Florida,Sumter County,2003,56.9
Florida,Suwannee County,2003,40.8
Florida,Taylor County,2003,41.7
Florida,Union County,2003,36.8
Florida,Volusia County,2003,61.6
Florida,Wakulla County,2003,50.5
Florida,Walton County,2003,52.5
Florida,Washington County,2003,37.4
Georgia,Appling County,2003,29.5
Georgia,Atkinson County,2003,28.4
Georgia,Bacon County,2003,30.3
Georgia,Baker County,2003,37.8
Georgia,Baldwin County,2003,46.1
Georgia,Banks County,2003,32.4
Georgia,Barrow County,2003,44.6
Georgia,Bartow County,2003,41.9
Georgia,Ben Hill County,2003,36.2
Georgia,Berrien County,2003,39.3
Georgia,Bibb County,2003,46.4
Georgia,Bleckley County,2003,33.9
Georgia,Brantley County,2003,30.7
Georgia,Brooks County,2003,40.2
Georgia,Bryan County,2003,51.4
Georgia,Bulloch County,2003,46.5
Georgia,Burke County,2003,37.2
Georgia,Butts County,2003,39.6
Georgia,Calhoun County,2003,33.4
Georgia,Camden County,2003,48.9
Georgia,Candler County,2003,37.2
Georgia,Carroll County,2003,42.6
Georgia,Catoosa County,2003,35.8
Georgia,Charlton County,2003,35.1
Georgia,Chatham County,2003,54.6
Georgia,Chattahoochee County,2003,47.8
Georgia,Chattooga County,2003,34.7
Georgia,Cherokee County,2003,54.8
Georgia,Clarke County,2003,57.0
Georgia,Clay County,2003,39.4
Georgia,Clayton County,2003,46.7
Georgia,Clinch County,2003,35.7
Georgia,Cobb County,2003,60.1
Georgia,Coffee County,2003,32.3
Georgia,Colquitt County,2003,36.7
Georgia,Columbia County,2003,52.7
Georgia,Cook County,2003,37.6
Georgia,Coweta County,2003,49.5
Georgia,Crawford County,2003,40.2
Georgia,Crisp County,2003,39.6
Georgia,Dade County,2003,37.3
Georgia,Dawson County,2003,44.5
Georgia,Decatur County,2003,38.6
Georgia,DeKalb County,2003,58.0
Georgia,Dodge County,2003,30.2
Georgia,Dooly County,2003,34.4
Georgia,Dougherty County,2003,46.2
Georgia,Douglas County,2003,48.0
Georgia,Early County,2003,38.7
Georgia,Echols County,2003,37.1
Georgia,Effingham County,2003,45.0
Georgia,Elbert County,2003,37.6
Georgia,Emanuel County,2003,35.6
Georgia,Evans County,2003,38.9
Georgia,Fannin County,2003,33.6
Georgia,Fayette County,2003,58.8
Georgia,Floyd County,2003,38.4
Georgia,Forsyth County,2003,57.7
Georgia,Franklin County,2003,34.5
Georgia,Fulton County,2003,60.5
Georgia,Georgia,2003,48.9
Georgia,Gilmer County,2003,39.8
Georgia,Glascock County,2003,35.1
Georgia,Glynn County,2003,53.2
Georgia,Gordon County,2003,36.4
Georgia,Grady County,2003,36.8
Georgia,Greene County,2003,43.3
Georgia,Gwinnett County,2003,55.6
Georgia,Habersham County,2003,37.4
Georgia,Hall County,2003,43.8
Georgia,Hancock County,2003,36.4
Georgia,Haralson County,2003,36.5
Georgia,Harris County,2003,47.7
Georgia,Hart County,2003,38.8
Georgia,Heard County,2003,39.8
Georgia,Henry County,2003,47.5
Georgia,Houston County,2003,46.1
Georgia,Irwin County,2003,34.9
Georgia,Jackson County,2003,40.9
Georgia,Jasper County,2003,41.1
Georgia,Jeff Davis County,2003,28.4
Georgia,Jefferson County,2003,34.6
Georgia,Jenkins County,2003,33.6
Georgia,Johnson County,2003,29.5
Georgia,Jones County,2003,43.6
Georgia,Lamar County,2003,41.3
Georgia,Lanier County,2003,36.0
Georgia,Laurens County,2003,35.4
Georgia,Lee County,2003,47.1
Georgia,Liberty County,2003,45.6
Georgia,Lincoln County,2003,36.7
Georgia,Long County,2003,36.0
Georgia,Lowndes County,2003,47.7
Georgia,Lumpkin County,2003,45.3
Georgia,Macon County,2003,38.0
Georgia,Madison County,2003,37.7
Georgia,Marion County,2003,39.1
Georgia,McDuffie County,2003,38.2
Georgia,McIntosh County,2003,42.7
Georgia,Meriwether County,2003,41.1
Georgia,Miller County,2003,38.4
Georgia,Mitchell County,2003,36.5
Georgia,Monroe County,2003,44.8
Georgia,Montgomery County,2003,32.7
Georgia,Morgan County,2003,45.2
Georgia,Murray County,2003,32.5
Georgia,Muscogee County,2003,52.3
Georgia,Newton County,2003,45.5
Georgia,Oconee County,2003,53.3
Georgia,Oglethorpe County,2003,40.1
Georgia,Paulding County,2003,46.4
Georgia,Peach County,2003,42.7
Georgia,Pickens County,2003,46.5
Georgia,Pierce County,2003,30.4
Georgia,Pike County,2003,37.8
Georgia,Polk County,2003,34.2
Georgia,Pulaski County,2003,38.8
Georgia,Putnam County,2003,47.0
Georgia,Quitman County,2003,37.6
Georgia,Rabun County,2003,44.9
Georgia,Randolph County,2003,35.3
Georgia,Richmond County,2003,48.5
Georgia,Rockdale County,2003,48.5
Georgia,Schley County,2003,43.4
Georgia,Screven County,2003,40.9
Georgia,Seminole County,2003,40.1
Georgia,Spalding County,2003,43.4
Georgia,Stephens County,2003,34.2
Georgia,Stewart County,2003,37.5
Georgia,Sumter County,2003,41.8
Georgia,Talbot County,2003,39.7
Georgia,Taliaferro County,2003,31.7
Georgia,Tattnall County,2003,34.0
Georgia,Taylor County,2003,34.4
Georgia,Telfair County,2003,34.6
Georgia,Terrell County,2003,40.1
Georgia,Thomas County,2003,42.9
Georgia,Tift County,2003,38.4
Georgia,Toombs County,2003,35.2
Georgia,Towns County,2003,40.8
Georgia,Treutlen County,2003,31.9
Georgia,Troup County,2003,46.1
Georgia,Turner County,2003,32.2
Georgia,Twiggs County,2003,31.7
Georgia,Union County,2003,40.4
Georgia,Upson County,2003,37.3
Georgia,Walker County,2003,34.6
Georgia,Walton County,2003,43.1
Georgia,Ware County,2003,36.7
Georgia,Warren County,2003,33.3
Georgia,Washington County,2003,38.4
Georgia,Wayne County,2003,34.7
Georgia,Webster County,2003,32.7
Georgia,Wheeler County,2003,29.3
Georgia,White County,2003,45.3
Georgia,Whitfield County,2003,34.8
Georgia,Wilcox County,2003,28.0
Georgia,Wilkes County,2003,39.7
Georgia,Wilkinson County,2003,35.4
Georgia,Worth County,2003,35.7
Hawaii,Hawaii,2003,51.5
Hawaii,Hawaii County,2003,56.1
Hawaii,Honolulu County,2003,49.8
Hawaii,"Kalawao County, Maui County",2003,55.1
Hawaii,Kauai County,2003,54.8
Idaho,Ada County,2003,61.6
Idaho,Adams County,2003,62.7
Idaho,Bannock County,2003,42.5
Idaho,Bear Lake County,2003,22.7
Idaho,Benewah County,2003,60.6
Idaho,Bingham County,2003,30.0
Idaho,Blaine County,2003,73.0
Idaho,Boise County,2003,64.3
Idaho,Bonner County,2003,62.9
Idaho,Bonneville County,2003,39.7
Idaho,Boundary County,2003,59.1
Idaho,Butte County,2003,36.4
Idaho,Camas County,2003,66.0
Idaho,Canyon County,2003,48.7
Idaho,Caribou County,2003,30.1
Idaho,Cassia County,2003,30.0
Idaho,Clark County,2003,43.7
Idaho,Clearwater County,2003,59.1
Idaho,Custer County,2003,55.1
Idaho,Elmore County,2003,57.1
Idaho,Franklin County,2003,19.2
Idaho,Fremont County,2003,26.9
Idaho,Gem County,2003,51.7
Idaho,Gooding County,2003,47.0
Idaho,Idaho,2003,52.6
Idaho,Idaho County,2003,58.6
Idaho,Jefferson County,2003,23.9
Idaho,Jerome County,2003,49.0
Idaho,Kootenai County,2003,63.7
Idaho,Latah County,2003,64.8
Idaho,Lemhi County,2003,55.7
Idaho,Lewis County,2003,59.6
Idaho,Lincoln County,2003,48.8
Idaho,Madison County,2003,14.3
Idaho,Minidoka County,2003,40.6
Idaho,Nez Perce County,2003,59.5
Idaho,Oneida County,2003,22.9
Idaho,Owyhee County,2003,50.9
Idaho,Payette County,2003,52.2
Idaho,Power County,2003,41.6
Idaho,Shoshone County,2003,61.0
Idaho,Teton County,2003,45.0
Idaho,Twin Falls County,2003,52.2
Idaho,Valley County,2003,68.2
Idaho,Washington County,2003,51.9
Illinois,Adams County,2003,56.6
Illinois,Alexander County,2003,38.4
Illinois,Bond County,2003,50.0
Illinois,Boone County,2003,61.7
Illinois,Brown County,2003,50.5
Illinois,Bureau County,2003,56.2
Illinois,Calhoun County,2003,58.9
Illinois,Carroll County,2003,57.7
Illinois,Cass County,2003,50.3
Illinois,Champaign County,2003,61.4
Illinois,Christian County,2003,51.4
Illinois,Clark County,2003,45.1
Illinois,Clay County,2003,44.3
Illinois,Clinton County,2003,64.1
Illinois,Coles County,2003,53.0
