State,County,Year,Observed
South Dakota,Clark County,2009,58.6
South Dakota,Clay County,2009,62.3
South Dakota,Codington County,2009,64.5
South Dakota,Corson County,2009,37.9
South Dakota,Custer County,2009,58.5
South Dakota,Davison County,2009,62.8
South Dakota,Day County,2009,57.9
South Dakota,Deuel County,2009,59.8
South Dakota,Dewey County,2009,35.8
South Dakota,Douglas County,2009,53.1
South Dakota,Edmunds County,2009,63.3
South Dakota,Fall River County,2009,55.5
South Dakota,Faulk County,2009,63.7
South Dakota,Grant County,2009,66.3
South Dakota,Gregory County,2009,56.8
South Dakota,Haakon County,2009,65.4
South Dakota,Hamlin County,2009,61.9
South Dakota,Hand County,2009,65.0
South Dakota,Hanson County,2009,60.7
South Dakota,Harding County,2009,67.6
South Dakota,Hughes County,2009,65.1
South Dakota,Hutchinson County,2009,60.5
South Dakota,Hyde County,2009,60.7
South Dakota,Jackson County,2009,47.0
South Dakota,Jerauld County,2009,60.6
South Dakota,Jones County,2009,56.7
South Dakota,Kingsbury County,2009,62.0
South Dakota,Lake County,2009,62.4
South Dakota,Lawrence County,2009,65.8
South Dakota,Lincoln County,2009,64.6
South Dakota,Lyman County,2009,53.8
South Dakota,Marshall County,2009,57.3
South Dakota,McCook County,2009,59.8
South Dakota,McPherson County,2009,56.7
South Dakota,Meade County,2009,61.5
South Dakota,Mellette County,2009,39.2
South Dakota,Miner County,2009,64.4
South Dakota,Minnehaha County,2009,62.9
South Dakota,Moody County,2009,60.8
South Dakota,Pennington County,2009,59.4
South Dakota,Perkins County,2009,59.6
South Dakota,Potter County,2009,59.7
South Dakota,Roberts County,2009,50.4
South Dakota,Sanborn County,2009,66.0
South Dakota,Shannon County,2009,29.7
South Dakota,South Dakota,2009,60.6
South Dakota,Spink County,2009,62.0
South Dakota,Stanley County,2009,70.0
South Dakota,Sully County,2009,65.8
South Dakota,Todd County,2009,34.3
South Dakota,Tripp County,2009,62.3
South Dakota,Turner County,2009,60.9
South Dakota,Union County,2009,64.2
South Dakota,Walworth County,2009,64.0
South Dakota,Yankton County,2009,64.4
South Dakota,Ziebach County,2009,32.0
Tennessee,Anderson County,2009,32.9
Tennessee,Bedford County,2009,30.2
Tennessee,Benton County,2009,27.4
Tennessee,Bledsoe County,2009,24.9
Tennessee,Blount County,2009,33.8
Tennessee,Bradley County,2009,28.4
Tennessee,Campbell County,2009,24.8
Tennessee,Cannon County,2009,26.7
Tennessee,Carroll County,2009,26.4
Tennessee,Carter County,2009,24.9
Tennessee,Cheatham County,2009,35.0
Tennessee,Chester County,2009,28.4
Tennessee,Claiborne County,2009,22.7
Tennessee,Clay County,2009,28.3
Tennessee,Cocke County,2009,23.4
Tennessee,Coffee County,2009,34.3
Tennessee,Crockett County,2009,26.6
Tennessee,Cumberland County,2009,34.2
Tennessee,Davidson County,2009,44.9
Tennessee,Decatur County,2009,26.0
Tennessee,DeKalb County,2009,28.1
Tennessee,Dickson County,2009,31.8
Tennessee,Dyer County,2009,31.2
Tennessee,Fayette County,2009,35.9
Tennessee,Fentress County,2009,24.7
Tennessee,Franklin County,2009,32.4
Tennessee,Gibson County,2009,29.3
Tennessee,Giles County,2009,29.1
Tennessee,Grainger County,2009,20.2
Tennessee,Greene County,2009,26.6
Tennessee,Grundy County,2009,24.5
Tennessee,Hamblen County,2009,27.6
Tennessee,Hamilton County,2009,38.3
Tennessee,Hancock County,2009,15.0
Tennessee,Hardeman County,2009,26.5
Tennessee,Hardin County,2009,28.8
Tennessee,Hawkins County,2009,24.4
Tennessee,Haywood County,2009,31.1
Tennessee,Henderson County,2009,26.2
Tennessee,Henry County,2009,33.7
Tennessee,Hickman County,2009,26.1
Tennessee,Houston County,2009,28.1
Tennessee,Humphreys County,2009,30.9
Tennessee,Jackson County,2009,26.3
Tennessee,Jefferson County,2009,26.4
Tennessee,Johnson County,2009,20.8
Tennessee,Knox County,2009,39.6
Tennessee,Lake County,2009,22.7
Tennessee,Lauderdale County,2009,29.3
Tennessee,Lawrence County,2009,26.2
Tennessee,Lewis County,2009,26.7
Tennessee,Lincoln County,2009,29.1
Tennessee,Loudon County,2009,33.4
Tennessee,Macon County,2009,27.0
Tennessee,Madison County,2009,34.9
Tennessee,Marion County,2009,29.1
Tennessee,Marshall County,2009,28.0
Tennessee,Maury County,2009,36.3
Tennessee,McMinn County,2009,25.3
Tennessee,McNairy County,2009,25.1
Tennessee,Meigs County,2009,22.4
Tennessee,Monroe County,2009,22.7
Tennessee,Montgomery County,2009,41.3
Tennessee,Moore County,2009,30.4
Tennessee,Morgan County,2009,24.5
Tennessee,Obion County,2009,29.1
Tennessee,Overton County,2009,26.9
Tennessee,Perry County,2009,25.1
Tennessee,Pickett County,2009,25.2
Tennessee,Polk County,2009,24.2
Tennessee,Putnam County,2009,32.1
Tennessee,Rhea County,2009,26.0
Tennessee,Roane County,2009,30.5
Tennessee,Robertson County,2009,33.8
Tennessee,Rutherford County,2009,39.5
Tennessee,Scott County,2009,24.6
Tennessee,Sequatchie County,2009,28.6
Tennessee,Sevier County,2009,30.2
Tennessee,Shelby County,2009,44.0
Tennessee,Smith County,2009,29.0
Tennessee,Stewart County,2009,29.3
Tennessee,Sullivan County,2009,31.6
Tennessee,Sumner County,2009,37.4
Tennessee,Tennessee,2009,36.0
Tennessee,Tipton County,2009,33.5
Tennessee,Trousdale County,2009,31.5
Tennessee,Unicoi County,2009,24.3
Tennessee,Union County,2009,22.8
Tennessee,Van Buren County,2009,25.7
Tennessee,Warren County,2009,25.5
Tennessee,Washington County,2009,34.5
Tennessee,Wayne County,2009,25.5
Tennessee,Weakley County,2009,28.6
Tennessee,White County,2009,25.8
Tennessee,Williamson County,2009,50.1
Tennessee,Wilson County,2009,38.4
Texas,Anderson County,2009,44.9
Texas,Andrews County,2009,44.1
Texas,Angelina County,2009,44.5
Texas,Aransas County,2009,56.2
Texas,Archer County,2009,44.0
Texas,Armstrong County,2009,45.0
Texas,Atascosa County,2009,48.8
Texas,Austin County,2009,57.1
Texas,Bailey County,2009,43.1
Texas,Bandera County,2009,56.1
Texas,Bastrop County,2009,52.8
Texas,Baylor County,2009,41.5
Texas,Bee County,2009,51.2
Texas,Bell County,2009,53.3
Texas,Bexar County,2009,58.2
Texas,Blanco County,2009,55.7
Texas,Borden County,2009,35.6
Texas,Bosque County,2009,51.3
Texas,Bowie County,2009,43.8
Texas,Brazoria County,2009,54.0
Texas,Brazos County,2009,53.2
Texas,Brewster County,2009,56.2
Texas,Briscoe County,2009,37.3
Texas,Brooks County,2009,44.9
Texas,Brown County,2009,43.9
Texas,Burleson County,2009,49.8
Texas,Burnet County,2009,53.3
Texas,Caldwell County,2009,51.7
Texas,Calhoun County,2009,48.3
Texas,Callahan County,2009,45.7
Texas,Cameron County,2009,46.7
Texas,Camp County,2009,44.1
Texas,Carson County,2009,45.2
Texas,Cass County,2009,38.9
Texas,Castro County,2009,46.5
Texas,Chambers County,2009,55.2
Texas,Cherokee County,2009,42.5
Texas,Childress County,2009,48.1
Texas,Clay County,2009,43.4
Texas,Cochran County,2009,34.8
Texas,Coke County,2009,40.5
Texas,Coleman County,2009,47.2
Texas,Collin County,2009,61.5
Texas,Collingsworth County,2009,31.3
Texas,Colorado County,2009,55.7
Texas,Comal County,2009,60.8
Texas,Comanche County,2009,41.8
Texas,Concho County,2009,41.5
Texas,Cooke County,2009,50.3
Texas,Coryell County,2009,50.1
Texas,Cottle County,2009,33.1
Texas,Crane County,2009,46.2
Texas,Crockett County,2009,51.6
Texas,Crosby County,2009,35.9
Texas,Culberson County,2009,39.7
Texas,Dallam County,2009,43.7
Texas,Dallas County,2009,54.1
Texas,Dawson County,2009,38.7
Texas,Deaf Smith County,2009,45.2
Texas,Delta County,2009,38.8
Texas,Denton County,2009,57.9
Texas,DeWitt County,2009,53.2
Texas,Dickens County,2009,37.2
Texas,Dimmit County,2009,46.7
Texas,Donley County,2009,40.0
Texas,Duval County,2009,43.4
Texas,Eastland County,2009,39.6
Texas,Ector County,2009,44.7
Texas,Edwards County,2009,42.7
Texas,El Paso County,2009,51.0
Texas,Ellis County,2009,51.1
Texas,Erath County,2009,46.9
Texas,Falls County,2009,46.2
Texas,Fannin County,2009,41.6
Texas,Fayette County,2009,60.0
Texas,Fisher County,2009,36.6
Texas,Floyd County,2009,43.6
Texas,Foard County,2009,34.4
Texas,Fort Bend County,2009,59.8
Texas,Franklin County,2009,48.4
Texas,Freestone County,2009,48.2
Texas,Frio County,2009,45.9
Texas,Gaines County,2009,37.7
Texas,Galveston County,2009,59.1
Texas,Garza County,2009,47.5
Texas,Gillespie County,2009,64.7
Texas,Glasscock County,2009,51.2
Texas,Goliad County,2009,54.5
Texas,Gonzales County,2009,47.0
Texas,Gray County,2009,41.0
Texas,Grayson County,2009,48.6
Texas,Gregg County,2009,48.7
Texas,Grimes County,2009,48.4
Texas,Guadalupe County,2009,56.8
Texas,Hale County,2009,39.0
Texas,Hall County,2009,37.9
Texas,Hamilton County,2009,47.7
Texas,Hansford County,2009,48.8
Texas,Hardeman County,2009,37.0
Texas,Hardin County,2009,47.3
Texas,Harris County,2009,56.2
Texas,Harrison County,2009,43.9
Texas,Hartley County,2009,46.5
Texas,Haskell County,2009,35.4
Texas,Hays County,2009,60.9
Texas,Hemphill County,2009,45.6
Texas,Henderson County,2009,48.2
Texas,Hidalgo County,2009,45.6
Texas,Hill County,2009,46.3
Texas,Hockley County,2009,39.9
Texas,Hood County,2009,57.2
Texas,Hopkins County,2009,44.4
Texas,Houston County,2009,43.3
Texas,Howard County,2009,45.6
Texas,Hudspeth County,2009,39.1
Texas,Hunt County,2009,44.8
Texas,Hutchinson County,2009,41.8
Texas,Irion County,2009,50.8
Texas,Jack County,2009,45.3
Texas,Jackson County,2009,50.7
Texas,Jasper County,2009,41.7
Texas,Jeff Davis County,2009,54.4
Texas,Jefferson County,2009,51.2
Texas,Jim Hogg County,2009,49.6
Texas,Jim Wells County,2009,46.5
Texas,Johnson County,2009,48.7
Texas,Jones County,2009,40.9
Texas,Karnes County,2009,48.0
Texas,Kaufman County,2009,48.2
Texas,Kendall County,2009,64.3
Texas,Kenedy County,2009,47.0
Texas,Kent County,2009,36.4
Texas,Kerr County,2009,57.5
Texas,Kimble County,2009,51.2
Texas,King County,2009,31.4
Texas,Kinney County,2009,51.7
Texas,Kleberg County,2009,52.0
Texas,Knox County,2009,38.8
Texas,La Salle County,2009,45.1
Texas,Lamar County,2009,45.8
Texas,Lamb County,2009,38.7
Texas,Lampasas County,2009,48.5
Texas,Lavaca County,2009,55.1
Texas,Lee County,2009,46.4
Texas,Leon County,2009,44.9
Texas,Liberty County,2009,43.5
Texas,Limestone County,2009,45.4
Texas,Lipscomb County,2009,45.2
Texas,Live Oak County,2009,44.9
Texas,Llano County,2009,57.5
Texas,Loving County,2009,58.5
Texas,Lubbock County,2009,50.7
Texas,Lynn County,2009,40.9
Texas,Madison County,2009,41.8
Texas,Marion County,2009,43.8
Texas,Martin County,2009,40.5
Texas,Mason County,2009,54.2
Texas,Matagorda County,2009,49.5
Texas,Maverick County,2009,42.6
Texas,McCulloch County,2009,50.0
Texas,McLennan County,2009,52.2
Texas,McMullen County,2009,41.9
Texas,Medina County,2009,52.1
Texas,Menard County,2009,48.3
Texas,Midland County,2009,51.7
Texas,Milam County,2009,50.6
Texas,Mills County,2009,42.2
Texas,Mitchell County,2009,42.0
Texas,Montague County,2009,45.6
Texas,Montgomery County,2009,56.8
Texas,Moore County,2009,43.8
Texas,Morris County,2009,40.6
Texas,Motley County,2009,34.8
Texas,Nacogdoches County,2009,45.4
Texas,Navarro County,2009,46.2
Texas,Newton County,2009,41.1
Texas,Nolan County,2009,46.3
Texas,Nueces County,2009,55.3
Texas,Ochiltree County,2009,42.5
Texas,Oldham County,2009,41.9
Texas,Orange County,2009,45.5
Texas,Palo Pinto County,2009,44.9
Texas,Panola County,2009,44.1
Texas,Parker County,2009,50.5
Texas,Parmer County,2009,38.2
Texas,Pecos County,2009,45.9
Texas,Polk County,2009,44.4
Texas,Potter County,2009,45.5
Texas,Presidio County,2009,46.0
Texas,Rains County,2009,44.7
Texas,Randall County,2009,50.5
Texas,Reagan County,2009,45.1
Texas,Real County,2009,44.9
Texas,Red River County,2009,43.5
Texas,Reeves County,2009,45.2
Texas,Refugio County,2009,49.8
Texas,Roberts County,2009,51.5
Texas,Robertson County,2009,45.8
Texas,Rockwall County,2009,52.6
Texas,Runnels County,2009,50.7
Texas,Rusk County,2009,42.4
Texas,Sabine County,2009,41.6
Texas,San Augustine County,2009,38.4
Texas,San Jacinto County,2009,44.4
Texas,San Patricio County,2009,52.9
Texas,San Saba County,2009,43.5
Texas,Schleicher County,2009,43.6
Texas,Scurry County,2009,44.0
Texas,Shackelford County,2009,47.1
Texas,Shelby County,2009,39.9
Texas,Sherman County,2009,40.7
Texas,Smith County,2009,47.6
Texas,Somervell County,2009,50.6
Texas,Starr County,2009,40.5
Texas,Stephens County,2009,45.7
Texas,Sterling County,2009,47.8
Texas,Stonewall County,2009,42.0
Texas,Sutton County,2009,50.7
Texas,Swisher County,2009,42.2
Texas,Tarrant County,2009,56.8
Texas,Taylor County,2009,50.3
Texas,Terrell County,2009,45.9
Texas,Terry County,2009,42.1
Texas,Texas,2009,53.9
Texas,Throckmorton County,2009,40.3
Texas,Titus County,2009,41.8
Texas,Tom Green County,2009,51.5
Texas,Travis County,2009,65.2
Texas,Trinity County,2009,40.3
Texas,Tyler County,2009,39.2
Texas,Upshur County,2009,43.9
Texas,Upton County,2009,39.3
Texas,Uvalde County,2009,46.2
Texas,Val Verde County,2009,49.2
Texas,Van Zandt County,2009,45.0
Texas,Victoria County,2009,54.6
Texas,Walker County,2009,48.9
Texas,Waller County,2009,49.3
Texas,Ward County,2009,45.4
Texas,Washington County,2009,60.9
Texas,Webb County,2009,47.1
Texas,Wharton County,2009,52.2
Texas,Wheeler County,2009,42.4
Texas,Wichita County,2009,49.0
Texas,Wilbarger County,2009,38.5
Texas,Willacy County,2009,43.7
Texas,Williamson County,2009,62.3
Texas,Wilson County,2009,53.6
Texas,Winkler County,2009,41.8
Texas,Wise County,2009,48.3
Texas,Wood County,2009,44.4
Texas,Yoakum County,2009,42.1
Texas,Young County,2009,44.3
Texas,Zapata County,2009,40.8
Texas,Zavala County,2009,41.3
Utah,Beaver County,2009,24.2
Utah,Box Elder County,2009,20.3
Utah,Cache County,2009,19.1
Utah,Carbon County,2009,35.0
Utah,Daggett County,2009,31.7
Utah,Davis County,2009,24.3
Utah,Duchesne County,2009,27.3
Utah,Emery County,2009,22.0
Utah,Garfield County,2009,25.7
Utah,Grand County,2009,47.5
Utah,Iron County,2009,25.8
Utah,Juab County,2009,21.4
Utah,Kane County,2009,33.4
Utah,Millard County,2009,19.8
Utah,Morgan County,2009,21.9
Utah,Piute County,2009,25.4
Utah,Rich County,2009,19.6
Utah,Salt Lake County,2009,37.8
Utah,San Juan County,2009,26.0
Utah,Sanpete County,2009,19.7
Utah,Sevier County,2009,22.0
Utah,Summit County,2009,59.1
Utah,Tooele County,2009,30.1
Utah,Uintah County,2009,29.2
Utah,Utah,2009,29.6
Utah,Utah County,2009,14.5
Utah,Wasatch County,2009,30.0
Utah,Washington County,2009,27.8
Utah,Wayne County,2009,25.8
Utah,Weber County,2009,33.5
Vermont,Addison County,2009,69.2
Vermont,Bennington County,2009,66.9
Vermont,Caledonia County,2009,65.4
Vermont,Chittenden County,2009,72.2
Vermont,Essex County,2009,63.7
Vermont,Franklin County,2009,66.4
Vermont,Grand Isle County,2009,69.3
Vermont,Lamoille County,2009,69.8
Vermont,Orange County,2009,66.4
Vermont,Orleans County,2009,65.4
Vermont,Rutland County,2009,64.3
Vermont,Vermont,2009,68.7
Vermont,Washington County,2009,70.6
Vermont,Windham County,2009,66.7
Vermont,Windsor County,2009,70.3
Virginia,Accomack County,2009,48.7
Virginia,Albemarle County,2009,62.3
Virginia,Alexandria City,2009,68.1
Virginia,Alleghany County,2009,44.2
Virginia,Amelia County,2009,44.3
Virginia,Amherst County,2009,45.1
Virginia,Appomattox County,2009,44.2
Virginia,Arlington County,2009,70.4
Virginia,"Augusta County, Waynesboro City",2009,49.4
Virginia,Bath County,2009,48.0
Virginia,"Bedford County, Bedford City",2009,48.0
Virginia,Bland County,2009,34.6
Virginia,Botetourt County,2009,46.0
Virginia,Bristol City,2009,34.7
Virginia,Brunswick County,2009,38.2
Virginia,Buchanan County,2009,22.7
Virginia,Buckingham County,2009,38.4
Virginia,Buena Vista City,2009,34.0
Virginia,Campbell County,2009,46.3
Virginia,Caroline County,2009,47.3
Virginia,Carroll County,2009,36.5
Virginia,Charles City County,2009,40.4
Virginia,Charlotte County,2009,40.2
Virginia,Charlottesville City,2009,64.2
Virginia,Chesapeake City,2009,56.1
Virginia,Chesterfield County,2009,60.2
Virginia,Clarke County,2009,55.4
Virginia,Colonial Heights City,2009,46.1
Virginia,Covington City,2009,45.0
Virginia,Craig County,2009,37.7
Virginia,Culpeper County,2009,51.9
Virginia,Cumberland County,2009,41.1
Virginia,Danville City,2009,41.5
Virginia,Dickenson County,2009,25.6
Virginia,Dinwiddie County,2009,46.6
Virginia,Emporia City,2009,44.2
Virginia,Essex County,2009,46.4
Virginia,"Fairfax County, Fairfax City",2009,66.7
Virginia,Falls Church City,2009,77.9
Virginia,Fauquier County,2009,58.4
Virginia,Floyd County,2009,40.1
Virginia,Fluvanna County,2009,56.1
Virginia,Franklin County,2009,43.0
Virginia,Frederick County,2009,51.6
Virginia,Fredericksburg City,2009,52.9
Virginia,Galax City,2009,43.7
Virginia,Giles County,2009,38.1
Virginia,Gloucester County,2009,53.9
Virginia,Goochland County,2009,56.4
Virginia,Grayson County,2009,33.5
Virginia,Greene County,2009,53.4
Virginia,Greensville County,2009,35.4
Virginia,Halifax County,2009,38.3
Virginia,Hampton City,2009,52.1
Virginia,Hanover County,2009,58.5
Virginia,Harrisonburg City,2009,49.5
Virginia,Henrico County,2009,60.3
Virginia,Henry County,2009,35.2
Virginia,Highland County,2009,55.1
Virginia,Hopewell City,2009,44.4
Virginia,Isle of Wight County,2009,52.9
Virginia,James City County,2009,65.9
Virginia,King and Queen County,2009,41.5
Virginia,King George County,2009,52.4
Virginia,King William County,2009,51.8
Virginia,Lancaster County,2009,51.8
Virginia,Lee County,2009,23.0
Virginia,Lexington City,2009,54.3
Virginia,Loudoun County,2009,64.7
Virginia,Louisa County,2009,48.1
Virginia,Lunenburg County,2009,41.7
Virginia,Lynchburg City,2009,48.1
Virginia,Madison County,2009,52.2
Virginia,Manassas City,2009,60.0
Virginia,Martinsville City,2009,39.6
Virginia,Mathews County,2009,55.3
Virginia,Mecklenburg County,2009,44.9
Virginia,Middlesex County,2009,55.2
Virginia,Montgomery County,2009,51.5
Virginia,Nelson County,2009,46.5
Virginia,New Kent County,2009,52.9
Virginia,Newport News City,2009,53.7
Virginia,Norfolk City,2009,53.1
Virginia,Northampton County,2009,48.7
Virginia,Northumberland County,2009,51.9
Virginia,Norton City,2009,36.6
Virginia,Nottoway County,2009,43.7
Virginia,Orange County,2009,52.9
Virginia,Page County,2009,46.6
Virginia,Patrick County,2009,36.5
Virginia,Petersburg City,2009,42.4
Virginia,Pittsylvania County,2009,38.2
Virginia,Poquoson City,2009,66.3
Virginia,Portsmouth City,2009,48.7
Virginia,Powhatan County,2009,51.6
Virginia,Prince Edward County,2009,46.0
Virginia,Prince George County,2009,46.3
Virginia,"Prince William County, Manassas Park City",2009,57.0
Virginia,Pulaski County,2009,41.1
Virginia,Radford City,2009,49.2
Virginia,Rappahannock County,2009,52.8
Virginia,Richmond City,2009,57.6
Virginia,Richmond County,2009,39.9
Virginia,Roanoke City,2009,46.5
Virginia,Roanoke County,2009,53.6
Virginia,Rockbridge County,2009,47.7
Virginia,Rockingham County,2009,48.2
Virginia,Russell County,2009,25.6
Virginia,Salem City,2009,50.8
Virginia,Scott County,2009,29.3
Virginia,Shenandoah County,2009,50.9
Virginia,Smyth County,2009,32.8
Virginia,"Southampton County, Franklin City",2009,44.5
Virginia,Spotsylvania County,2009,55.4
Virginia,Stafford County,2009,59.6
Virginia,Staunton City,2009,55.3
Virginia,Suffolk City,2009,52.6
Virginia,Surry County,2009,41.3
Virginia,Sussex County,2009,41.0
Virginia,Tazewell County,2009,32.4
Virginia,Virginia,2009,55.4
Virginia,Virginia Beach City,2009,63.5
Virginia,Warren County,2009,52.5
Virginia,Washington County,2009,36.3
Virginia,Westmoreland County,2009,49.9
Virginia,Williamsburg City,2009,61.9
Virginia,Winchester City,2009,57.5
Virginia,Wise County,2009,29.5
Virginia,Wythe County,2009,37.8
Virginia,York County,2009,64.8
Washington,Adams County,2009,41.0
Washington,Asotin County,2009,56.1
Washington,Benton County,2009,56.6
Washington,Chelan County,2009,55.2
Washington,Clallam County,2009,59.1
Washington,Clark County,2009,59.0
Washington,Columbia County,2009,54.2
Washington,Cowlitz County,2009,55.0
Washington,Douglas County,2009,58.7
Washington,Ferry County,2009,54.3
Washington,Franklin County,2009,45.5
Washington,Garfield County,2009,60.9
Washington,Grant County,2009,48.0
Washington,Grays Harbor County,2009,55.1
Washington,Island County,2009,65.5
Washington,Jefferson County,2009,66.8
Washington,King County,2009,65.2
Washington,Kitsap County,2009,61.4
Washington,Kittitas County,2009,63.7
Washington,Klickitat County,2009,55.9
Washington,Lewis County,2009,52.8
Washington,Lincoln County,2009,60.4
Washington,Mason County,2009,59.0
Washington,Okanogan County,2009,55.5
Washington,Pacific County,2009,58.2
Washington,Pend Oreille County,2009,59.5
Washington,Pierce County,2009,57.8
Washington,San Juan County,2009,72.6
Washington,Skagit County,2009,60.7
Washington,Skamania County,2009,61.6
Washington,Snohomish County,2009,59.7
Washington,Spokane County,2009,60.6
Washington,Stevens County,2009,57.2
Washington,Thurston County,2009,60.6
Washington,Wahkiakum County,2009,56.2
Washington,Walla Walla County,2009,53.4
Washington,Washington,2009,60.5
Washington,Whatcom County,2009,63.5
Washington,Whitman County,2009,62.7
Washington,Yakima County,2009,49.2
West Virginia,Barbour County,2009,30.5
West Virginia,Berkeley County,2009,43.6
West Virginia,Boone County,2009,23.3
West Virginia,Braxton County,2009,26.2
West Virginia,Brooke County,2009,38.3
West Virginia,Cabell County,2009,35.5
West Virginia,Calhoun County,2009,24.3
West Virginia,Clay County,2009,23.9
West Virginia,Doddridge County,2009,29.1
West Virginia,Fayette County,2009,29.2
West Virginia,Gilmer County,2009,33.7
West Virginia,Grant County,2009,35.6
West Virginia,Greenbrier County,2009,34.9
West Virginia,Hampshire County,2009,35.4
West Virginia,Hancock County,2009,36.9
West Virginia,Hardy County,2009,37.7
West Virginia,Harrison County,2009,38.6
West Virginia,Jackson County,2009,30.2
West Virginia,Jefferson County,2009,49.4
West Virginia,Kanawha County,2009,35.3
West Virginia,Lewis County,2009,33.8
West Virginia,Lincoln County,2009,21.9
West Virginia,Logan County,2009,22.9
West Virginia,Marion County,2009,39.6
West Virginia,Marshall County,2009,40.1
West Virginia,Mason County,2009,28.6
West Virginia,McDowell County,2009,17.2
West Virginia,Mercer County,2009,29.2
West Virginia,Mineral County,2009,39.9
West Virginia,Mingo County,2009,21.8
West Virginia,Monongalia County,2009,44.5
West Virginia,Monroe County,2009,33.1
West Virginia,Morgan County,2009,41.2
West Virginia,Nicholas County,2009,28.4
West Virginia,Ohio County,2009,48.9
West Virginia,Pendleton County,2009,38.0
West Virginia,Pleasants County,2009,34.9
West Virginia,Pocahontas County,2009,31.9
West Virginia,Preston County,2009,36.3
West Virginia,Putnam County,2009,36.0
West Virginia,Raleigh County,2009,27.9
West Virginia,Randolph County,2009,34.6
West Virginia,Ritchie County,2009,29.3
West Virginia,Roane County,2009,27.0
West Virginia,Summers County,2009,26.9
West Virginia,Taylor County,2009,37.4
West Virginia,Tucker County,2009,35.0
West Virginia,Tyler County,2009,29.4
West Virginia,Upshur County,2009,31.0
West Virginia,Wayne County,2009,26.0
West Virginia,Webster County,2009,22.5
West Virginia,West Virginia,2009,34.7
West Virginia,Wetzel County,2009,33.2
West Virginia,Wirt County,2009,28.4
West Virginia,Wood County,2009,35.8
West Virginia,Wyoming County,2009,22.6
Wisconsin,Adams County,2009,61.4
Wisconsin,Ashland County,2009,66.5
Wisconsin,Barron County,2009,65.3
Wisconsin,Bayfield County,2009,70.1
Wisconsin,Brown County,2009,72.3
Wisconsin,Buffalo County,2009,68.2
Wisconsin,Burnett County,2009,65.2
Wisconsin,Calumet County,2009,73.6
Wisconsin,Chippewa County,2009,70.8
Wisconsin,Clark County,2009,63.6
Wisconsin,Columbia County,2009,68.2
Wisconsin,Crawford County,2009,65.5
Wisconsin,Dane County,2009,72.3
Wisconsin,Dodge County,2009,66.4
Wisconsin,Door County,2009,71.0
Wisconsin,Douglas County,2009,70.5
Wisconsin,Dunn County,2009,66.3
Wisconsin,Eau Claire County,2009,69.0
Wisconsin,Florence County,2009,67.8
Wisconsin,Fond du Lac County,2009,70.3
Wisconsin,Forest County,2009,67.1
Wisconsin,Grant County,2009,69.3
Wisconsin,Green County,2009,66.5
Wisconsin,Green Lake County,2009,66.4
Wisconsin,Iowa County,2009,69.0
Wisconsin,Iron County,2009,71.5
Wisconsin,Jackson County,2009,62.9
Wisconsin,Jefferson County,2009,67.1
Wisconsin,Juneau County,2009,64.1
Wisconsin,Kenosha County,2009,65.0
Wisconsin,Kewaunee County,2009,71.7
Wisconsin,La Crosse County,2009,71.9
Wisconsin,Lafayette County,2009,65.5
Wisconsin,Langlade County,2009,66.6
Wisconsin,Lincoln County,2009,66.4
Wisconsin,Manitowoc County,2009,70.3
Wisconsin,Marathon County,2009,70.4
Wisconsin,Marinette County,2009,67.8
Wisconsin,Marquette County,2009,62.6
Wisconsin,Menominee County,2009,52.6
Wisconsin,Milwaukee County,2009,63.0
Wisconsin,Monroe County,2009,65.7
Wisconsin,Oconto County,2009,67.7
Wisconsin,Oneida County,2009,72.0
Wisconsin,Outagamie County,2009,71.6
Wisconsin,Ozaukee County,2009,75.1
Wisconsin,Pepin County,2009,70.0
Wisconsin,Pierce County,2009,70.1
Wisconsin,Polk County,2009,66.3
Wisconsin,Portage County,2009,74.9
Wisconsin,Price County,2009,65.7
Wisconsin,Racine County,2009,66.2
Wisconsin,Richland County,2009,63.0
Wisconsin,Rock County,2009,63.2
Wisconsin,Rusk County,2009,61.0
Wisconsin,Sauk County,2009,66.4
Wisconsin,Sawyer County,2009,65.3
Wisconsin,Shawano County,2009,63.9
Wisconsin,Sheboygan County,2009,68.0
Wisconsin,St. Croix County,2009,71.1
Wisconsin,Taylor County,2009,66.9
Wisconsin,Trempealeau County,2009,66.8
Wisconsin,Vernon County,2009,61.7
Wisconsin,Vilas County,2009,69.7
Wisconsin,Walworth County,2009,66.9
Wisconsin,Washburn County,2009,67.3
Wisconsin,Washington County,2009,72.4
Wisconsin,Waukesha County,2009,74.9
Wisconsin,Waupaca County,2009,65.5
Wisconsin,Waushara County,2009,66.6
Wisconsin,Winnebago County,2009,69.8
Wisconsin,Wisconsin,2009,68.4
Wisconsin,Wood County,2009,69.4
Wyoming,Albany County,2009,63.7
Wyoming,Big Horn County,2009,47.0
Wyoming,Campbell County,2009,59.4
Wyoming,Carbon County,2009,58.0
Wyoming,Converse County,2009,62.4
Wyoming,Crook County,2009,67.2
Wyoming,Fremont County,2009,57.0
Wyoming,Goshen County,2009,59.5
Wyoming,Hot Springs County,2009,58.4
Wyoming,Johnson County,2009,67.3
Wyoming,Laramie County,2009,58.5
Wyoming,Lincoln County,2009,41.0
Wyoming,Natrona County,2009,60.0
Wyoming,Niobrara County,2009,55.5
Wyoming,Park County,2009,60.0
Wyoming,Platte County,2009,62.0
Wyoming,Sheridan County,2009,62.9
Wyoming,Sublette County,2009,63.2
